电信测试,#genre#
湖南卫视HD,http://123.166.61.70:8003/hls/58/index.m3u8
深圳卫视HD,http://123.166.61.70:8003/hls/61/index.m3u8
重庆卫视HD,http://123.166.61.70:8003/hls/62/index.m3u8
海南卫视HD,http://123.166.61.70:8003/hls/63/index.m3u8
湖北卫视HD,http://123.166.61.70:8003/hls/211/index.m3u8
江苏卫视HD,http://123.166.61.70:8003/hls/242/index.m3u8
浙江卫视HD,http://123.166.61.70:8003/hls/243/index.m3u8
山东卫视HD,http://123.166.61.70:8003/hls/244/index.m3u8
河北卫视HD,http://123.166.61.70:8003/hls/251/index.m3u8
江西卫视HD,http://123.166.61.70:8003/hls/252/index.m3u8
吉林卫视HD,http://123.166.61.70:8003/hls/253/index.m3u8
云南卫视HD,http://123.166.61.70:8003/hls/255/index.m3u8
安徽卫视HD,http://123.166.61.70:8003/hls/2008/index.m3u8
黑龙江卫视HD,http://123.166.61.70:8003/hls/14/index.m3u8
黑龙江新闻法治,http://123.166.61.70:8003/hls/51/index.m3u8

内蒙古-联通,#genre#
CCTV-1HD,http://1.24.190.98:10089/hls/1/index.m3u8
CCTV-2HD,http://1.24.190.98:10089/hls/2/index.m3u8
CCTV-3HD,http://1.24.190.98:10089/hls/3/index.m3u8
CCTV-4HD,http://1.24.190.98:10089/hls/4/index.m3u8
CCTV-5HD,http://1.24.190.98:10089/hls/5/index.m3u8
CCTV-5HD,http://1.24.190.98:10089/hls/205/index.m3u8
CCTV-5HD,http://1.24.190.98:10089/hls/305/index.m3u8
CCTV-5HD,http://1.24.190.98:10089/hls/405/index.m3u8
CCTV-5+HD,http://1.24.190.98:10089/hls/16/index.m3u8
CCTV-6HD,http://1.24.190.98:10089/hls/6/index.m3u8
CCTV-7HD,http://1.24.190.98:10089/hls/7/index.m3u8
CCTV-8HD,http://1.24.190.98:10089/hls/8/index.m3u8
CCTV-9HD,http://1.24.190.98:10089/hls/9/index.m3u8
CCTV-10HD,http://1.24.190.98:10089/hls/10/index.m3u8
CCTV-11HD,http://1.24.190.98:10089/hls/11/index.m3u8
CCTV-12HD,http://1.24.190.98:10089/hls/12/index.m3u8
CCTV-13HD,http://1.24.190.98:10089/hls/13/index.m3u8
CCTV-14HD,http://1.24.190.98:10089/hls/14/index.m3u8
CCTV-15HD,http://1.24.190.98:10089/hls/15/index.m3u8
CGTN,http://1.24.190.98:10089/hls/20/index.m3u8
CGTN纪录,http://1.24.190.98:10089/hls/21/index.m3u8
CGTN俄罗斯语,http://1.24.190.98:10089/hls/22/index.m3u8
CGTN法语,http://1.24.190.98:10089/hls/23/index.m3u8
CGTN西班牙语,http://1.24.190.98:10089/hls/24/index.m3u8
CGTN阿拉伯语,http://1.24.190.98:10089/hls/25/index.m3u8
中国教育1,http://1.24.190.98:10089/hls/17/index.m3u8
中国教育1,http://1.24.190.98:10080/hls/17/index.m3u8
中国教育2,http://1.24.190.98:10080/hls/18/index.m3u8
中国教育2,http://1.24.190.98:10089/hls/18/index.m3u8
中国教育4,http://1.24.190.98:10089/hls/19/index.m3u8
中国教育4,http://1.24.190.98:10080/hls/19/index.m3u8

内蒙古卫视,http://1.24.190.98:10089/hls/31/index.m3u8
湖南卫视,http://1.24.190.98:10089/hls/60/index.m3u8
江苏卫视HD,http://1.24.190.98:10089/hls/61/index.m3u8
浙江卫视HD,http://1.24.190.98:10089/hls/63/index.m3u8
湖北卫视HD,http://1.24.190.98:10089/hls/65/index.m3u8
东方卫视HD,http://1.24.190.98:10089/hls/66/index.m3u8
北京卫视HD,http://1.24.190.98:10089/hls/68/index.m3u8
天津卫视HD,http://1.24.190.98:10089/hls/69/index.m3u8
黑龙江卫视HD,http://1.24.190.98:10089/hls/70/index.m3u8
吉林卫视,http://1.24.190.98:10089/hls/71/index.m3u8
辽宁卫视HD,http://1.24.190.98:10089/hls/72/index.m3u8
深圳卫视HD,http://1.24.190.98:10089/hls/76/index.m3u8
河北卫视HD,http://1.24.190.98:10089/hls/78/index.m3u8
广东卫视HD,http://1.24.190.98:10089/hls/79/index.m3u8
山东卫视HD,http://1.24.190.98:10089/hls/83/index.m3u8
安徽卫视HD,http://1.24.190.98:10089/hls/85/index.m3u8
四川卫视HD,http://1.24.190.98:10089/hls/86/index.m3u8
东南卫视,http://1.24.190.98:10089/hls/88/index.m3u8
兵团卫视,http://1.24.190.98:10089/hls/89/index.m3u8
广西卫视,http://1.24.190.98:10089/hls/90/index.m3u8
贵州卫视HD,http://1.24.190.98:10089/hls/91/index.m3u8
云南卫视,http://1.24.190.98:10089/hls/92/index.m3u8
宁夏卫视,http://1.24.190.98:10089/hls/93/index.m3u8
青海卫视,http://1.24.190.98:10089/hls/96/index.m3u8
海南卫视HD,http://1.24.190.98:10089/hls/99/index.m3u8
内蒙古卫视,http://1.24.190.98:10089/hls/151/index.m3u8
包头新闻综合,http://1.24.190.98:10089/hls/26/index.m3u8
包头生活服务,http://1.24.190.98:10089/hls/27/index.m3u8
包头经济频道,http://1.24.190.98:10089/hls/28/index.m3u8
内蒙古新闻综合,http://1.24.190.98:10089/hls/32/index.m3u8
内蒙古文体娱乐,http://1.24.190.98:10089/hls/33/index.m3u8
内蒙古经济生活,http://1.24.190.98:10089/hls/34/index.m3u8
内蒙古农牧频道,http://1.24.190.98:10089/hls/35/index.m3u8
内蒙古少儿频道,http://1.24.190.98:10089/hls/36/index.m3u8
内蒙古蒙语,http://1.24.190.98:10089/hls/39/index.m3u8
内蒙古文化频道,http://1.24.190.98:10089/hls/40/index.m3u8
北京卡酷少儿,http://1.24.190.98:10089/hls/50/index.m3u8
hnjykt,http://1.24.190.98:10089/hls/51/index.m3u8
光影,http://1.24.190.98:10089/hls/101/index.m3u8
家庭影院,http://1.24.190.98:10089/hls/112/index.m3u8
asdzdy,http://1.24.190.98:10089/hls/113/index.m3u8
喜剧影院,http://1.24.190.98:10089/hls/115/index.m3u8
乐游频道,http://1.24.190.98:10089/hls/118/index.m3u8
游戏风云,http://1.24.190.98:10089/hls/119/index.m3u8
地理,http://1.24.190.98:10089/hls/120/index.m3u8
IPTV相声小品,http://1.24.190.98:10089/hls/122/index.m3u8
精选,http://1.24.190.98:10089/hls/123/index.m3u8
墨宝,http://1.24.190.98:10089/hls/124/index.m3u8
星影,http://1.24.190.98:10089/hls/125/index.m3u8
IPTV经典电影,http://1.24.190.98:10089/hls/130/index.m3u8
IPTV收视指南,http://1.24.190.98:10089/hls/131/index.m3u8
IPTV魅力时尚,http://1.24.190.98:10089/hls/132/index.m3u8
IPTV法治,http://1.24.190.98:10089/hls/133/index.m3u8
IPTV野外,http://1.24.190.98:10089/hls/134/index.m3u8
鄂尔多斯新闻综合,http://1.24.190.98:10089/hls/150/index.m3u8
鄂尔多斯经济服务,http://1.24.190.98:10089/hls/152/index.m3u8

陕西-移动,#genre#
CCTV-1HD,http://120.192.226.35:8009/hls/501/index.m3u8
CCTV-2HD,http://120.192.226.35:8009/hls/502/index.m3u8
CCTV-3HD,http://120.192.226.35:8009/hls/3/index.m3u8
CCTV-4HD,http://120.192.226.35:8009/hls/4/index.m3u8
CCTV-5HD,http://120.192.226.35:8009/hls/503/index.m3u8
CCTV-5+HD,http://120.192.226.35:8009/hls/81/index.m3u8
CCTV-6HD,http://120.192.226.35:8009/hls/6/index.m3u8
CCTV-7HD,http://120.192.226.35:8009/hls/504/index.m3u8
CCTV-8HD,http://120.192.226.35:8009/hls/8/index.m3u8
CCTV-9HD,http://120.192.226.35:8009/hls/509/index.m3u8
CCTV-10HD,http://120.192.226.35:8009/hls/506/index.m3u8
CCTV-11HD,http://120.192.226.35:8009/hls/11/index.m3u8
CCTV-12HD,http://120.192.226.35:8009/hls/507/index.m3u8
CCTV-13HD,http://120.192.226.35:8009/hls/13/index.m3u8
CCTV-14HD,http://120.192.226.35:8009/hls/14/index.m3u8
CCTV-15HD,http://120.192.226.35:8009/hls/15/index.m3u8
CCTV-16HD,http://120.192.226.35:8009/hls/86/index.m3u8

CCTV-1HD,http://112.46.85.60:8009/hls/501/index.m3u8
CCTV-2HD,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV-3HD,http://112.46.85.60:8009/hls/3/index.m3u8
CCTV-4HD,http://112.46.85.60:8009/hls/4/index.m3u8
CCTV-5HD,http://112.46.85.60:8009/hls/503/index.m3u8
CCTV-5+HD,http://112.46.85.60:8009/hls/81/index.m3u8
CCTV-6HD,http://112.46.85.60:8009/hls/6/index.m3u8
CCTV-7HD,http://112.46.85.60:8009/hls/504/index.m3u8
CCTV-8HD,http://112.46.85.60:8009/hls/8/index.m3u8
CCTV-9HD,http://112.46.85.60:8009/hls/509/index.m3u8
CCTV-10HD,http://112.46.85.60:8009/hls/506/index.m3u8
CCTV-11HD,http://112.46.85.60:8009/hls/11/index.m3u8
CCTV-12HD,http://112.46.85.60:8009/hls/507/index.m3u8
CCTV-13HD,http://112.46.85.60:8009/hls/13/index.m3u8
CCTV-14HD,http://112.46.85.60:8009/hls/14/index.m3u8
CCTV-15HD,http://112.46.85.60:8009/hls/15/index.m3u8
CCTV-16HD,http://112.46.85.60:8009/hls/86/index.m3u8

陕西卫视,http://120.192.226.35:8009/hls/17/index.m3u8
东方卫视HD,http://120.192.226.35:8009/hls/31/index.m3u8
湖南卫视HD,http://120.192.226.35:8009/hls/32/index.m3u8
江苏卫视HD,http://120.192.226.35:8009/hls/33/index.m3u8
浙江卫视HD,http://120.192.226.35:8009/hls/34/index.m3u8
北京卫视,http://120.192.226.35:8009/hls/35/index.m3u8
广东卫视,http://120.192.226.35:8009/hls/36/index.m3u8
深圳卫视,http://120.192.226.35:8009/hls/37/index.m3u8
黑龙江卫视,http://120.192.226.35:8009/hls/38/index.m3u8
湖北卫视,http://120.192.226.35:8009/hls/39/index.m3u8
山东卫视,http://120.192.226.35:8009/hls/40/index.m3u8
四川卫视,http://120.192.226.35:8009/hls/41/index.m3u8
安徽卫视,http://120.192.226.35:8009/hls/42/index.m3u8
重庆卫视,http://120.192.226.35:8009/hls/43/index.m3u8
天津卫视HD,http://120.192.226.35:8009/hls/44/index.m3u8
东南卫视,http://120.192.226.35:8009/hls/45/index.m3u8
河南卫视,http://120.192.226.35:8009/hls/46/index.m3u8
江西卫视,http://120.192.226.35:8009/hls/47/index.m3u8
吉林卫视,http://120.192.226.35:8009/hls/48/index.m3u8
山西卫视,http://120.192.226.35:8009/hls/49/index.m3u8
贵州卫视,http://120.192.226.35:8009/hls/50/index.m3u8
甘肃卫视,http://120.192.226.35:8009/hls/51/index.m3u8
宁夏卫视,http://120.192.226.35:8009/hls/52/index.m3u8
广西卫视,http://120.192.226.35:8009/hls/53/index.m3u8
辽宁卫视,http://120.192.226.35:8009/hls/54/index.m3u8
河北卫视,http://120.192.226.35:8009/hls/55/index.m3u8
云南卫视,http://120.192.226.35:8009/hls/56/index.m3u8
海南卫视,http://120.192.226.35:8009/hls/57/index.m3u8
青海卫视,http://120.192.226.35:8009/hls/58/index.m3u8
西藏卫视,http://120.192.226.35:8009/hls/59/index.m3u8
内蒙古卫视,http://120.192.226.35:8009/hls/60/index.m3u8
新疆卫视,http://120.192.226.35:8009/hls/61/index.m3u8
农林卫视,http://120.192.226.35:8009/hls/27/index.m3u8

陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
东方卫视HD,http://112.46.85.60:8009/hls/31/index.m3u8
湖南卫视HD,http://112.46.85.60:8009/hls/32/index.m3u8
江苏卫视HD,http://112.46.85.60:8009/hls/33/index.m3u8
浙江卫视HD,http://112.46.85.60:8009/hls/34/index.m3u8
北京卫视,http://112.46.85.60:8009/hls/35/index.m3u8
广东卫视,http://112.46.85.60:8009/hls/36/index.m3u8
深圳卫视,http://112.46.85.60:8009/hls/37/index.m3u8
黑龙江卫视,http://112.46.85.60:8009/hls/38/index.m3u8
湖北卫视,http://112.46.85.60:8009/hls/39/index.m3u8
山东卫视,http://112.46.85.60:8009/hls/40/index.m3u8
四川卫视,http://112.46.85.60:8009/hls/41/index.m3u8
安徽卫视,http://112.46.85.60:8009/hls/42/index.m3u8
重庆卫视,http://112.46.85.60:8009/hls/43/index.m3u8
天津卫视HD,http://112.46.85.60:8009/hls/44/index.m3u8
东南卫视,http://112.46.85.60:8009/hls/45/index.m3u8
河南卫视,http://112.46.85.60:8009/hls/46/index.m3u8
江西卫视,http://112.46.85.60:8009/hls/47/index.m3u8
吉林卫视,http://112.46.85.60:8009/hls/48/index.m3u8
山西卫视,http://112.46.85.60:8009/hls/49/index.m3u8
贵州卫视,http://112.46.85.60:8009/hls/50/index.m3u8
甘肃卫视,http://112.46.85.60:8009/hls/51/index.m3u8
宁夏卫视,http://112.46.85.60:8009/hls/52/index.m3u8
广西卫视,http://112.46.85.60:8009/hls/53/index.m3u8
辽宁卫视,http://112.46.85.60:8009/hls/54/index.m3u8
河北卫视,http://112.46.85.60:8009/hls/55/index.m3u8
云南卫视,http://112.46.85.60:8009/hls/56/index.m3u8
海南卫视,http://112.46.85.60:8009/hls/57/index.m3u8
青海卫视,http://112.46.85.60:8009/hls/58/index.m3u8
西藏卫视,http://112.46.85.60:8009/hls/59/index.m3u8
内蒙古卫视,http://112.46.85.60:8009/hls/60/index.m3u8
新疆卫视,http://112.46.85.60:8009/hls/61/index.m3u8
农林卫视,http://112.46.85.60:8009/hls/27/index.m3u8

陕西-电信,#genre#
CCTV-1HD,http://113.140.86.162:8009/hls/501/index.m3u8
CCTV-2HD,http://113.140.86.162:8009/hls/502/index.m3u8
CCTV-3HD,http://113.140.86.162:8009/hls/3/index.m3u8
CCTV-4HD,http://113.140.86.162:8009/hls/4/index.m3u8
CCTV-5HD,http://113.140.86.162:8009/hls/503/index.m3u8
CCTV-5+HD,http://113.140.86.162:8009/hls/81/index.m3u8
CCTV-6HD,http://113.140.86.162:8009/hls/6/index.m3u8
CCTV-7HD,http://113.140.86.162:8009/hls/504/index.m3u8
CCTV-8HD,http://113.140.86.162:8009/hls/8/index.m3u8
CCTV-9HD,http://113.140.86.162:8009/hls/509/index.m3u8
CCTV-10HD,http://113.140.86.162:8009/hls/506/index.m3u8
CCTV-11HD,http://113.140.86.162:8009/hls/11/index.m3u8
CCTV-12HD,http://113.140.86.162:8009/hls/507/index.m3u8
CCTV-13HD,http://113.140.86.162:8009/hls/13/index.m3u8
CCTV-14HD,http://113.140.86.162:8009/hls/14/index.m3u8
CCTV-15HD,http://113.140.86.162:8009/hls/15/index.m3u8
CCTV-16HD,http://113.140.86.162:8009/hls/86/index.m3u8

陕西卫视,http://113.140.86.162:8009/hls/17/index.m3u8
东方卫视HD,http://113.140.86.162:8009/hls/31/index.m3u8
湖南卫视HD,http://113.140.86.162:8009/hls/32/index.m3u8
江苏卫视HD,http://113.140.86.162:8009/hls/33/index.m3u8
浙江卫视HD,http://113.140.86.162:8009/hls/34/index.m3u8
北京卫视,http://113.140.86.162:8009/hls/35/index.m3u8
广东卫视,http://113.140.86.162:8009/hls/36/index.m3u8
深圳卫视,http://113.140.86.162:8009/hls/37/index.m3u8
黑龙江卫视,http://113.140.86.162:8009/hls/38/index.m3u8
湖北卫视,http://113.140.86.162:8009/hls/39/index.m3u8
山东卫视,http://113.140.86.162:8009/hls/40/index.m3u8
四川卫视,http://113.140.86.162:8009/hls/41/index.m3u8
安徽卫视,http://113.140.86.162:8009/hls/42/index.m3u8
重庆卫视,http://113.140.86.162:8009/hls/43/index.m3u8
天津卫视HD,http://113.140.86.162:8009/hls/44/index.m3u8
东南卫视,http://113.140.86.162:8009/hls/45/index.m3u8
河南卫视,http://113.140.86.162:8009/hls/46/index.m3u8
江西卫视,http://113.140.86.162:8009/hls/47/index.m3u8
吉林卫视,http://113.140.86.162:8009/hls/48/index.m3u8
山西卫视,http://113.140.86.162:8009/hls/49/index.m3u8
贵州卫视,http://113.140.86.162:8009/hls/50/index.m3u8
甘肃卫视,http://113.140.86.162:8009/hls/51/index.m3u8
宁夏卫视,http://113.140.86.162:8009/hls/52/index.m3u8
广西卫视,http://113.140.86.162:8009/hls/53/index.m3u8
辽宁卫视,http://113.140.86.162:8009/hls/54/index.m3u8
河北卫视,http://113.140.86.162:8009/hls/55/index.m3u8
云南卫视,http://113.140.86.162:8009/hls/56/index.m3u8
海南卫视,http://113.140.86.162:8009/hls/57/index.m3u8
青海卫视,http://113.140.86.162:8009/hls/58/index.m3u8
西藏卫视,http://113.140.86.162:8009/hls/59/index.m3u8
内蒙古卫视,http://113.140.86.162:8009/hls/60/index.m3u8
新疆卫视,http://113.140.86.162:8009/hls/61/index.m3u8
农林卫视,http://113.140.86.162:8009/hls/27/index.m3u8

湖南-电信,#genre#
CCTV1-综合,http://220.168.77.235:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2-财经,http://220.168.77.235:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&down=1
CCTV3-综艺,http://220.168.77.235:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV4-国际,http://220.168.77.235:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&down=1
CCTV5-体育,http://220.168.77.235:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&down=1
CCTV6-电影,http://220.168.77.235:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV7-军农,http://220.168.77.235:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV8-电视剧,http://220.168.77.235:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV9-纪录,http://220.168.77.235:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&down=1
CCTV10-科教,http://220.168.77.235:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV11-戏曲,http://220.168.77.235:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV12-社会与法,http://220.168.77.235:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV13-新闻,http://220.168.77.235:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV14-少儿,http://220.168.77.235:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&down=1
CCTV15-音乐,http://220.168.77.235:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&down=1
湖南卫视,http://220.168.77.235:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&down=1
湖南经视,http://220.168.77.235:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&down=1
湖南都市,http://220.168.77.235:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&down=1
湖南电视剧,http://220.168.77.235:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&down=1
湖南电影,http://220.168.77.235:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&down=1
金鹰卡通,http://220.168.77.235:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&down=1
湖南娱乐,http://220.168.77.235:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&down=1
金鹰纪实,http://220.168.77.235:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&down=1
湖南公共,http://220.168.77.235:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&down=1
江苏卫视,http://220.168.77.235:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&down=1
北京卫视,http://220.168.77.235:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&down=1
天津卫视,http://220.168.77.235:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&down=1
深圳卫视,http://220.168.77.235:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&down=1
湖北卫视,http://220.168.77.235:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&down=1
山东卫视,http://220.168.77.235:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&down=1
黑龙江卫视,http://220.168.77.235:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&down=1
浙江卫视,http://220.168.77.235:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&down=1
安徽卫视,http://220.168.77.235:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&down=1
东方卫视,http://220.168.77.235:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&down=1
江西卫视,http://220.168.77.235:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&down=1
辽宁卫视,http://220.168.77.235:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&down=1
东南卫视,http://220.168.77.235:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&down=1
旅游卫视,http://220.168.77.235:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&down=1
广东卫视,http://220.168.77.235:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&down=1
广西卫视,http://220.168.77.235:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&down=1

安徽电信,#genre#
CCTV1-综合HD,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经HD,http://223.241.247.214:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺HD,http://223.241.247.214:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际HD,http://223.241.247.214:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育HD,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影HD,http://223.241.247.214:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录HD,http://223.241.247.214:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教HD,http://223.241.247.214:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法HD,http://223.241.247.214:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻HD,http://223.241.247.214:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://223.241.247.214:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐HD,http://223.241.247.214:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
马鞍山公共,http://223.241.247.214:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
马鞍山新闻,http://223.241.247.214:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视HD,http://223.241.247.214:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
安徽公共,http://223.241.247.214:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视HD,http://223.241.247.214:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视HD,http://223.241.247.214:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视HD,http://223.241.247.214:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视HD,http://223.241.247.214:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视HD,http://223.241.247.214:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视HD,http://223.241.247.214:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视HD,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://223.241.247.214:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://223.241.247.214:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://223.241.247.214:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://223.241.247.214:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://223.241.247.214:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://223.241.247.214:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://223.241.247.214:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://223.241.247.214:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://223.241.247.214:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://223.241.247.214:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://223.241.247.214:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://223.241.247.214:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://223.241.247.214:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://223.241.247.214:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://223.241.247.214:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://223.241.247.214:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0

安徽-电信,#genre#
CCTV-1HD,http://60.174.40.117:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2HD,http://60.174.40.117:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3HD,http://60.174.40.117:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4HD,http://60.174.40.117:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5HD,http://60.174.40.117:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6HD,http://60.174.40.117:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7HD,http://60.174.40.117:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8HD,http://60.174.40.117:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9HD,http://60.174.40.117:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10HD,http://60.174.40.117:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11HD,http://60.174.40.117:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12HD,http://60.174.40.117:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13HD,http://60.174.40.117:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14HD,http://60.174.40.117:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15HD,http://60.174.40.117:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

广西卫视,http://60.174.40.117:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://60.174.40.117:85/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
